title,company,salary,category,publicated,description
Python Developer,SKILLUP,,"Категорія: Python,3 роки досвіду","Вакансія опублікована                20 квітня 2023,48 переглядів,2 відгуки","Привіт!,Якщо коротко про нас: ми ефективно навчаємо технічних фахівців і поставляємо кадри для IT ринку України. Попит на випускників SkillUP і самі курси постійно зростає. Наших випускників можна зустріти в десятках лідируючих компаній, що розробляють ПЗ в Україні.,EPAM, Samsung, Cogniance, GlobalLogic, Softengi, Wargaming і багато інших із задоволенням приймають на роботу випускників, які пройшли підготовку в навчальному центрі SkillUP.,- Досвід роботи від 3−5 років на позиції Python Developer;,- Націленість на кінцевий результат — якісну підготовку фахівців;,- Вільне володіння ПК: пошук інформації, робота з текстовими документами, створення презентацій;,- Готовність до роботи в онлайн-форматі: викладання на камеру, приємна мова, гарна дикція;,- Вміння зацікавити студентів;,- Знання по темам :,- Досвід тренерської діяльності, публічних виступів, навчання новачків всередині команди;,- Успішний досвід роботи на різних проектах з використанням сучасних технологій.,- Можливість професійного росту в ролі навчаючого фахівця;,- Своєчасна погодинна оплата;,- Зручний графік — проведення занять у вільний від основної роботи час.,- Проводити онлайн-заняття, транслюючи відео;,- Внесення пропозицій щодо коригування програми (з кожним курсом) в залежності від потреб ринку;,- Надихати учнів на нові знання та звершення! ;),Якщо Ви маєте бажання ділитися своїм досвідом та знаннями з майбутніми фахівцями та маєте важливі для нас навички - запрошуємо до співпраці, приєднуйтеся до команди SKILL UP! :)"
Middle Backend Developer,Partner-way,,"Категорія: Python,Англійська: Upper-Intermediate,3 роки досвіду","Вакансія опублікована                20 квітня 2023,104 перегляди,18 відгуків","Partneway is a company reseller of tech products, such as Google, Microsoft, Asana, Adobe, and others. One of our key services, besides reselling, is providing migrations, integrations, and tech support for customers.,We are looking for a Backend API developer for Notion projects. Notion is our partner and we have regular customer requests for it. The developer should be able to do migrations and write API scripts to integrate Notion with different platforms, such as Salesforce, Asana, MS Office 365, and Slack.,– 3+ years in the backend.,– 2+ years of experience in Javascript/Typescript running in NodeJS.,– 2+ years of experience in Python.,– Expertise with IT products. Good knowledge of features of Asana, Salesforce, Office 365, Notion, Slack, and other products.,– Good performance and team collaboration skills.,– Advanced English level.,– Do a kick-off meeting with clients, analyze their requests, and provide the Proposal.,– Do migrations of client data and objects from one platform, such as Asana, to Notion.,– Create an API script for integration of Notion with platforms, such as Salesforce. No third parties are allowed.,– Collaborate with the Product Manager on tasks.,– Work on final project documentation for the client.,Get in touch ASAP so we can start the conversation sooner 😊"
Python Developer/Data Engineer,Ajax Systems,,"Категорія: Python,3 роки досвіду","Вакансія опублікована                20 квітня 2023,129 переглядів,6 відгуків","Ajax Systems — розробник і виробник систем безпеки Ajax із можливостями розумного дому. Це понад 70 пристроїв, мобільні та десктопні застосунки, серверна інфраструктура. У лінійці Ajax представлено централі керування із власною RTOS (OS Malevich), датчики руху, відчинення, захисту від затоплення та пожежні датчики, вуличні й домашні сирени, тривожна кнопка з функцією керування приладами, розумні розетки та реле.,Ми були маленьким локальним стартапом, а виросли у міжнародну компанію із центральним офісом в Україні. Сьогодні географія Ajax покриває всі континенти. Продукція  продається у у 169 країнах світу і надійно захищає понад 1 800 000 користувачів.,Кожного року ми демонструємо кратне зростання як у чисельності команди, так і в кількості користувачів у всьому світі. Виробництво Ajax Systems налічує два заводи, що розташовані в Україні та завод в Туреччині. У нас є три RnD-офіси: у Києві, Вінниці та Львові.,За розробку пристроїв у Ajax відповідає RnD-департамент, який складається з чотирьох команд: System, Devices, Automation та QA.,- 3+ років професійного досвіду як розробник на Python з акцентом на управління даними та комп'ютерний зір,- Глибокі знання Python, з досвідом роботи з CVAT та бібліотеками NumPy, Pandas, OpenCV, Fiftyone,- Досвід збору, очищення та попередньої обробки даних,- Обізнаність з фреймворками машинного навчання, такими як TensorFlow або PyTorch, як перевага,- Володіння Git для контролю версій,- Відмінні навички розв'язання проблем, з можливістю швидко вивчати та адаптуватися до нових технологій та викликів,- Сильні комунікативні та міжособистісні навички, здатність ефективно працювати в невеликій команді,- Розробляти та підтримувати інструменти та додатки на основі Python для керування наборами даних комп'ютерного зору, включаючи збір даних, організацію та попередню обробку,- Співпрацювати з командами різних функціональних напрямів для визначення, проектування та розробки нових вимог до наборів даних, забезпечуючи високу якість та продуктивність,- Аналізувати та оптимізувати існуючі набори даних для покращення продуктивності та ефективності моделей,- Впроваджувати та підтримувати конвеєри збору даних, забезпечуючи їх цілісність та безпеку.,- Спрацьовану та вмотивовану команду,- Свободу приймати рішення та втілювати ідеї,- Результат роботи, який можна побачити, можливість впливати на продукт і виробництво,- Здорову корпоративну культуру,- Оплату профільних курсів, тренінгів, конференцій,- Медичне страхування,- Гнучкий графік у офісі."
Програміст на Django 1.9.0,GlutenOff.ua,,"Категорія: Python,Без досвіду","Вакансія опублікована                20 квітня 2023,582 перегляди,42 відгуки","Доробки вебсайту по інтернет-магазину на Django 1.9.0,В проекті 3 оболочки сайтів, які працюють на одній базі:,glutenoff.ua, milkoff.com.ua, saharoff.com.ua,Задачі:,1. Змінити код Google Analytics та Google Tag:,1.1. Поставити нові версії кодів замість існуючих на сайті;,1.2. Залишити можливість зміни ідентифікаторів в адмінці.,2. Додати українську версію сайту та можливість вибору мови:,2.1. Додати укр. версію в підпапці /ua/ ;,2.2. Для рос версії - краще зберегти існуючу базу посилань АБО винести в підпапку /ru/ і налаштувати 301 редірект з існуючих сторінок;,2.3. У авторизованого користувача мову можна спитати при першому відвідуванні і зберегти в профілі в базі даних. Не авторизованому користувачу - спитати при першому відвідувані та запам'ятати по кукі. По дефолту - українська.,2.4. Попередній список задач по створенню українських версій сайтів (3 інтернет-магазина):,2.4.1. Додавання підтримки перекладу назв моделей та полей;,2.4.2. Підтримка перекладу атрибутів моделей даних клієнтів, акцій, категорій, продуктів, рецептів, статей та інших розділів;,2.4.3. Додавання підтримки перекладів html шаблонів,2.4.4. Підтримка перекладу головної сторінки та сторінок продукції, продукту, рецептів, рецепту, статей, статті, доставки та оплати, контактів, корзини, кабінету користувача,  історії покупок;,2.4.5. Додавання підтримки перекладу полей в БД;,2.4.6. Вибір готового інструменту для підтримки перекладу полів;,2.4.7. Підтримка перекладу моделей клієнтів, акцій, категорій.,Після виконання робіт, обов'язкова документація змін.,В подальшому потрібно буде також допрацювання SEO.,Вартість договірна, оплата погодинна, згідно узгодженої вартості години.,Технології, які використовуються:,• Python 2.7.15,• Django 1.9.0,• PostgreSQL,• NodeJS 10 + gulp,• Supervisord,• Gunicorn,• Nginx,Бек-енд сайту на Python Django, а фронт-енд сайту Vanilla Javascript.,Встановлено Docker. Вихідний код зберігається в bitbucket.,По сайту є документація та можливість консультації з попереднім розробником."
Senior Python Developer,ISRAEL IT,,"Категорія: Python,Англійська: Upper-Intermediate,3 роки досвіду","Вакансія опублікована                19 квітня 2023,45 переглядів,4 відгуки","We are seeking a highly skilled Python Developer to join our team for an AI financial project. As a Python Developer, you will be responsible for building ML pipelines in the cloud using ML libraries.,Requirements:,-At least 3 years of experience in ML projects using Python;,-Proven record of putting large-scale ML projects to production in a cloud environment;,-Familiarity with cloud computing platforms such as AWS or Google Cloud Platform;,-Experience with containerization using tools such as Docker and Kubernetes;,-Knowledge of software engineering best practices such as version control (Git), continuous integration/continuous deployment (CI/CD), and testing methodologies;,-Understanding of big data processing frameworks such as Spark or Hadoop;,-Strong communication skills;,-Ability to execute independently while keeping the team informed on progress;,-English upper+.,Responsibilities:,-Develop and maintain ML pipelines in the cloud;,-Implement machine learning models using Python;,-Collaborate with team members to ensure code accuracy and quality;"
"Backend Software Engineer (Ukraine, Europe)",Onix-Systems,$3200-4000,"Категорія: Python,Англійська: Advanced/Fluent,3 роки досвіду","Вакансія опублікована                19 квітня 2023,103 перегляди,29 відгуків","Transifex, a Greek-born company, internationally recognized by today’s tech leaders as a leading agile translation management solution, is seeking an experienced Backend Software Engineer with a strong technical background and experience in an interactive development process.,This person will be a contributor to the success of Transifex's customers, including Atlassian, Quora, Eventbrite, Trello, Hubspot and Asana, that rely on Transifex to achieve a truly multilingual, global presence.,- Python, Django and Flask,- JavaScript and Node.js,- PostgreSQL, RabbitMQ and Redis,- ELK Stack,- Docker,- Microservices,- AWS,- Kubernetes,- Helm,- Terraform,- Jenkins,- Backbone/MarionetteJS,- Less,- React, GraphQL,- Strong programming abilities, preferably in Python.,- Solid knowledge of database systems.,- Write well-structured, maintainable and highly-performing code.,- Experience with design patterns and code architecture.,- Unit testing.,- Engineers work in the scope of a team that takes requirements or problems, provides solutions, and evolves our product.,- Individual tasks might be from small requests, changing a backend view to provide additional data to the frontend views,  creating new features, resolving some product issues, and being part of bigger initiatives like creating a full service that integrates with Transifex. Our components have team ownership, but we want everyone to have the opportunity to work on the whole product.,- Paid Time Off & Holidays,- Paid Sabbatical Leave and other types of leave,- Learning Opportunities,- Top notch equipment of your choice,- Equipment allowance to set up your home office,- Company Fun Events,- Employee Assistance Program (EAP),- Calm Meditation App Subscription,- Amazing culture and close-knit team"
Mid-Senior Python developer,Akvelon Tech Ukraine,,"Категорія: Python,Англійська: Upper-Intermediate,5 років досвіду","Вакансія опублікована                19 квітня 2023,5 переглядів,0 відгуків","We're looking for a Python developer for our customer. The,cloud storage service that lets save files online and sync them to devices.,Requirements:,- 5+ years of professional software development experience,- Backend Engineers with SW Eng experience,- Knowledge of production, distributed systems, compiler environments,- Collaboration skills,- Ability to translate requirements into specific tasks,- Experience building and owning large-scale, multithreaded, geographically distributed backend systems and services,- Highly skilled at developing and debugging in python,-  Upper-intermediate level of English,Responsibilities:,- Work with services/APIs and back-end teams to ensure that UI dependencies are communicated, understood, tested, and delivered,- Microservices implementation,- Troubleshooting and fixing the code bugs,- Coordination and communication within the team.,We offer:,- Professional and personal growth.,- Competitive compensation depending on experience and skills.,- Compensation for sick leaves and regular vacations.,- Flexible work hours (8-hour workday), remote."
Senior Full-Stack Engineer Python/React,Intellias,,"Категорія: Python,Англійська: Intermediate,3 роки досвіду","Вакансія опублікована                19 квітня 2023,33 перегляди,1 відгук","Our Swiss client is an independent, partner-owned investment firm founded in 2013, with a growing team of currently 70 people and offices in Switzerland (Pfäffikon SZ & Küsnacht ZH), the United States (New York), Ireland (Dublin), Liechtenstein (Vaduz), and Hong Kong. We are dedicated to a long-term, global investment strategy focused on public equity markets.,Our highly disciplined investment process combines fundamental research expertise and advanced data science. We aim to identify high-quality mid cap stocks with 2X return potential over a time horizon of 5–7 years, equivalent to a 10–15% return per annum. What sets us apart from others is our collective decision making, the level of insight and transparency we offer to our investors, and the use of technology to enhance all aspects of our business.,About team:,The technology department comprises 20 members – 6 Quant Researcher, 5 Data Engineers and 8 Fullstack Developers. We believe in collaboration and collective team intelligence while encouraging individual contributions.,Responsibilities:,Develop, test, and maintain our web application using Python and React.,Design and implement user interfaces using React.,Develop and maintain Python backend services.,Monitor the application and ensure problems are addressed and fixed.,Stay up-to-date with industry trends and advancements in web development and bring new ideas and solutions to the organization.,Participate in code reviews and provide constructive feedback to team members.,Provide technical guidance and mentorship to juniors.,Requirements:,This role requires a candidate who is passionate about data and finance, works well in a collaborative team-based environment, and is proactive and intrinsically motivated to go the extra mile.,A Bachelor's or Master's degree in Computer Science or related field.,Expert Knowledge in Python with experience in organizing large code bases. We rely on flask, sqlalchemy, celery heavily,Experience with Frontend Development using TypeScript and React,Proficient in data modelling and structuring relational databases. Proficient in SQL,Experience with modern data tools is a plus (like pandas, dask, pyspark),Experience with Infrastructure / DevOps is a plus (Docker, Cloud, Azure),Experience with data visualization is a plus (like D3.js),A good understanding of Finance is a plus (for example Financials, balance sheets, accounting data, FX)"
Senior Python Developer,Quickstaffing LLC,,"Категорія: Python,Англійська: Upper-Intermediate,5 років досвіду","Вакансія опублікована                19 квітня 2023,6 переглядів,0 відгуків","We are looking for a Senior Python Developer (m/f/d) EU only!,Objective / Purpose of role:,Within the Lead in Data IT team you would be responsible for developing and supporting Python based Virtual Curves which are located within our client's data analytics platform and used across the client's trading business.,Competencies Required (technical skills, knowledge):,Profound knowledge in Python as well as detailed knowledge on the available libraries (especially Pandas),Knowledge or experience working with Databricks and/or Jupyter notebooks,Understands database structures and knowledge of database languages (e.g. MS SQL),Would be beneficial to have knowledge of market data, the end-to-end trading-lifecycle and physical / financial products (commodity trading),Understands data modelling, data warehousing and/or testing methods and applies them independently,Additional Skills / Experience Required:,Knowledge in Agile software development would be an advantage (e.g. Scrum, Kanban),Working knowledge of SPARK,Would be desirable to have knowledge on cloud related architectures, services and languages,Passionate about writing clean, understandable and modular code,Being able to speak English fluently"
Senior Appian Developer,DICEUS,,"Категорія: Python,Англійська: Upper-Intermediate,3 роки досвіду","Вакансія опублікована                20 квітня 2023,68 переглядів,4 відгуки","DICEUS is seeking a Middle Appian Developer to join a banking software development team. The successful candidate will work on developing and maintaining our Appian-based software systems to meet the needs of the bank.,Work with business stakeholders to understand their needs and requirements for software systems,Design, develop, and maintain Appian-based software systems to meet business needs,Ensure that software systems are properly tested and debugged before deployment,Collaborate with other developers and software development team members to ensure consistency in development practices and software design,Work with project managers to ensure timely delivery of software projects,Provide support to end-users for software systems,Stay current with new developments in Appian and other relevant technologies,Upper-intermediate spoken English,Bachelor's degree in computer science, software engineering or a related field,Minimum of 3 years of experience in Appian development,Solid understanding of Appian BPM platform and Appian's software development methodology,Experience with Appian SAIL, Process Models, and Records,Knowledge of other programming languages and technologies such as Java, SQL, and JavaScript,Experience working in a team environment and ability to collaborate with other developers and stakeholders,Good communication skills and ability to work with both technical and non-technical stakeholders,Ability to work under pressure and manage multiple projects simultaneously,Familiarity with Agile software development methodologies,If you are passionate about software development and have experience in Appian development, we encourage you to apply."
Middle Python Developer,SoftVision,,"Категорія: Python,Англійська: Intermediate,3 роки досвіду","Вакансія опублікована                19 квітня 2023,44 перегляди,12 відгуків","We are seeking a highly skilled mid-level Python Developer with 3 to 4 years of experience in Python development. The ideal candidate will have experience creating public APIs for third-party integrations, as well as working with Amazon Managed Services (AMS). The candidate should be a self-starter who is capable of working independently as well as in a team environment. The successful candidate will be responsible for developing and maintaining our company's Python applications.,We are building a home for friend-to-friend betting. We will make betting a more social and healthier experience by building a platform that lets groups of mates, societies, and sports clubs play prediction games, sweepstakes, and drafts against each other.,Millions of sports fans enjoy making predictions and placing bets against each other during sports events (of the 13.6 million bettors in the UK, 45% also have 'offline' bets against their mates), however often these bets or games are very manual in the way through spreadsheets and cash manually exchanged, often leaving a lot of admin and games dying out.,We are building a platform that lets you:,• Create your own prediction game across multiple sports.,• Manages all the admin of running the game for you so you can concentrate on enjoying the,sport.,• Support your sports club or good cause by donating a % of the prize pot from your league.,Ultimately, we believe we are a challenger to traditional betting companies as players will get more of a buzz from beating their mates and have more social interaction about sporting events, however, this will be in a controlled manner they are held accountable by their mates and can't chase losses against a faceless bookmakers app.,• Develop and maintain Python applications.,• Design, develop, and deploy public APIs for third-party integrations.,• Develop documentation for APIs and other software projects.,• Collaborate with cross-functional teams to identify and prioritize software features and fixes.,• Write clean, scalable, and maintainable code.,• Participate in code reviews, debugging, and troubleshooting to maintain code quality.,• Develop test cases and automated tests to ensure high code coverage.,• Stay up to date with the latest trends and technologies in Python development.,• 3 to 4 years of experience in Python development,• Experience creating public APIs for third-party integrations.,• Strong knowledge of Python and its libraries,• Experience with web frameworks such as Django or Flask,• Experience with SQL databases such as MySQL or PostgreSQL,• Experience with version control systems such as Git,• Experience developing documentation for APIs and other software projects.,• Strong problem-solving skills and attention to detail,• Strong communication skills and ability to work collaboratively in a team environment.,• Bachelor’s degree in computer science, Engineering, or a related field,• Familiarity with cloud platforms such as AWS,• Experience with containerization technologies such as Docker and Kubernetes,• Experience with data processing technologies such as Apache Spark,• Enjoys coaching junior developers on the team.,• Adept at liaising with product owner/manager, external stakeholders,• Takes ownership of tasks,• Efficient with good time management skills,• Excellent communication skills (English),• Product development/ project management knowledge,• Excellent estimation skills,• Committed and willing to grow with the business"
Middle/Senior Python/Go Engineer,Akvelon,,"Категорія: Python,Англійська: Intermediate,5 років досвіду","Вакансія опублікована                19 квітня 2023,10 переглядів,1 відгук","- social news aggregation, content rating, and discussion website, very popular in the USA and all over the world,🚀 4+ years of commercial experience in backend development,🚀 Professional with Go or very skilled with Python and willing to learn Go and use it professionally.,🚀 Experience with FE or willingness to work with it.,🚀 Experience with client APIs development,🚀 Excellent communication skills. Ability to collaborate effectively with teams in a fully remote environment and discuss complex topics with technical and non-technical audiences,🚀 Ability to own the feature/task to deliver the high-quality work result on time, or push the code through the review process if necessary.,- working till 7 pm CET,🔸Paid vacation, sick leave (without sickness list),🔸Official state holidays — 11 days considered as a public holidays,🔸Professional growth while attending challenging projects and possibility to switch your role, master new technologies and skills with company support,🔸Flexible working schedule: 8 hours per day, 40 hours per week. It additionally depends on the project operational hours. Work on weekends or overtimes is only upon request of the customer, is paid in addition,🔸Personal Career Development Plan (CDP),🔸Employee support program (Discount, Care, Heals, Legal compensation),🔸Paid external training, conferences, and professional certification that meets company’s business goals,🔸Internal workshops & seminars,🔸Corporate library (Paper/E-books) and internal English classes"
Senior Software Engineer (DataDiscovery),MEGOGO,,"Категорія: Python,5 років досвіду","Вакансія опублікована                19 квітня 2023,57 переглядів,6 відгуків","Привіт! До команди MEGOGO шукаємо розробника з досвідом взаємодії з різноманітними джерелами даних, об'єднанням їх в єдиний інформаційний потік, придатний для подальшої обробки з використанням різних методів машинного навчання. Приєднавшись до нас, ти будеш мати можливість впливати на формування персоналізованого користувацького досвіду на найбільшій медіаплатформі України.,Має 5+ років досвіду комерційної розробки на Python та Go.,Володіє впевненими знаннями теорії реляційних баз даних та має досвід роботи з великими обсягами даних в MySQL/PostgreSQL.,Має досвід роботи з MongoDB або аналогічними документ-орієнтованими базами даних.,Має досвід роботи з Aerospike або аналогічними key-value базами даних.,Має досвід практичної експлуатації Big Data стеку: Hadoop, Hive, Kafka, Spark, Cassandra.,Має досвід розробки з використанням Apache Spark.,Має досвід роботи з інфраструктурою (k8s, terraform).,Вміє будувати production-ready data pipelines.,Досвід роботи з AWS.,Досвід роботи з аналітичними базами даних: Druid, Clickhouse.,Навички розробки в Docker/Kubernetes оточенні.,Досвід створення продуктів з використанням машинного навчання.,Розробка і підтримка API нових високонавантажених продуктів.,Участь в розробці рішень з машинного навчання та штучного інтелекту.,Розробка архітектури та вибір технічних рішень,Реалізацію своїх навичок та ідей для вирішення цікавих практичних завдань.,Справді складні виклики, великі обсяги даних, багато трафіку та відповідальності.,Адекватний менеджмент та відкрита до ефективних рішень команда.,Роботу в стабільній компанії, що вже понад 10 років на ринку.,Безкоштовні уроки англійської мови.,Заняття з плавання, а також уроки настольного тенісу.,Корпоративного психолога.,Для співробітників компанії знижки від брендів партнерів.,Відповідаючи на вакансію і надіславши своє резюме в Компанію (ТОВ «МЕГОГО»), зареєстровану й діючу відповідно до законодавства України, реєстраційний номер 38347009, адреса: Україна, 01011, місто Київ, вул.Рибальська, будинок 22 (далі «Компанія»), ви підтверджуєте та погоджуєтеся з тим, що Компанія обробляє ваші особисті дані, представлені у вашому резюме, відповідно до Закону України «Про захист персональних даних» та правил GDPR."
Python Developer,Intsurfing,$2500-4000,"Категорія: Python,Англійська: Upper-Intermediate,5 років досвіду","Вакансія опублікована                20 квітня 2023,34 перегляди,3 відгуки","Responsibilities:,• Responsible for the development of software applications, API’s, and other client integrations.,• Work within Amazon Web Services (AWS) environment to implement business applications and,processes to support our products, services, and client delivery.,• Provide recommendations for development of business processes and software applications.,• Work within the Data Solutions team to create business and technical specifications for new processes,,revisions to existing processes, including building Level of Effort (LOE) estimates and development timelines.,• Work with our AWS Platform Architects on revisions and enhancements to our AWS Cloud Architecture to,support business needs and application development.,• Develop, Implement, and Support repeatable and templated business processes that facilitate the,Operations and Data Solutions teams to perform data file processing functionality.,• Engage with and work seamlessly with external resources as needed to support business processes and,application development.,• Create a Development Team strategy and roadmap to support planned growth.,Qualifications,• Technical Degree or equivalent related to software development and network management.,• 5+ years of experience including hands-on application development, implementation, and support.,• Experience working with and developing business processes within Cloud based architectures such as,AWS, Azure.,• AWS Certification is a plus.,• Experience developing and managing SQL and No-SQL databases is a plus.,• Proficiency and Experience developing software using Python, SQL, JASON, LINUX, PERL and other currently,used languages.,• Development team leader or other skills necessary to create a Development Team strategy and one-to-three-year roadmap that supports AWI’s business growth.,• Excellent communication skills to work throughout the company and with Clients.,• Ability to learn and adapt quickly to an ever changing environment."
Senior Python Engineer,Unidatalab,,"Категорія: Python,Англійська: Intermediate,3 роки досвіду","Вакансія опублікована                20 квітня 2023,39 переглядів,8 відгуків","We are seeking an experienced Python developer with proficiency in modern python/cloud technologies and preferably experience with ChatGPT, GPT-4, and OpenAI API to assist us in constructing an AI-based chat/voice bot platform. Additionally, we require occasional assistance with presales activities.,- Experience with python3 and any of the popular web frameworks (Django, FastAPI, etc).,- Experience with any cloud vendors (AWS, GCP, Azure), AWS or GCP preferable.,- Experience with microservice architecture and asynchronous communication.,- Experience with NoSQL, and relational databases.,- Experience with AI technologies like speech-to-text, text-to-speech, and dialog engines.,- Experience with ChatGPT, GPT-4, and OpenAI API.,The project's technology stack: Python 3, GCP/AWS/Kubernetes, Cassandra, Docker, Kafka/Kinesis.,- Design and implementation.,- Consulting on presales.,Workload per week - 20 hours,The team size is approximately 5 engineers,Time zone: Kyiv time, Fully remote"
Strong Middle Python Developer,level99.vip,,"Категорія: Python,1 рік досвіду","Вакансія опублікована                20 квітня 2023,149 переглядів,40 відгуків","Python developer МИ НА ТЕБЕ ЧЕКАЄМО😎🔥🙌🏻,(можлива віддалена співпраця),По-перше, СЛАВА УКРАЇНІ! 🇺🇦,По-друге, СМЕРТЬ ВОРОГАМ! 🇺🇦,Привіт, Айтішнік! Двигун української економіки та воїн кібервійськ! 💪,Попре всі негаразди МИ ПРАЦЮЄМО заради наших сімей та майбутнього УКРАЇНИ! 🇺🇦,Наразі всі наші відділи працюють в повному обсязі віддалено, зі своїх домівок, з-за кордону, з містечок та селищ нашої країни і дуже чекають на повернення в наш затишний офіс в серці Києва ❤️,Ми шукаємо, можливо, саме ТЕБЕ, кваліфікованого спеціаліста, який поділятиме наші погляди та йтиме з нами до великих звершень!,Ми міжнародна компанія, яка пропонує своїм клієнтам повний комплекс послуг інтернет-маркетинга. Наша команда досвідчених спеціалістів реалізує проекти будь-якої складності, допомагає компаніям просувати свої бренди і продукти в сучасному цифровому середовищі. На даний час ми підтримуємо 17 продуктів популярних в Євросоюзі.,ПРОПОНУЄМО:,🔥 Конкурентну заробітну плату, яка зростає разом з твоїми скілами та результатами;,🔥 Роботу з ТОПовими брендами, можливо ти навіть не мріяв працювати з цими компаніями, які вже є нашими партнерами;,🔥 Можливість віддаленої/офісної/гібридної роботи. Ми розвиваємо працівників всередині компанії та розраховуємо на довгострокове співробітництво, маємо можливість надати релокейт в країни Евросоюзу;,🔥 КОРПОРАТиви та ТІМБІЛДІНГи.,🔥 Спортзал/страхування здоров’я/навчальні курси від 6 місяців співпраці;,Всі бонуси, які надавала компанія, такі як спортзал, страхування, корпоративи, навчальні курси, все що об'єднує колектив та мотивує, буде обов’язково відновлено після перемоги!,НАМ ВАЖЛИВО:,⚡️ 1. Базові конструкції Python,⚡️2. Основні концепції ООП,⚡️3. Базові знання мережного програмування (моделі TCP/IP, розуміння http запитів),⚡️4. Досвід роботи з базами даних SQL & NoSQL (знання SQL, ОRM),⚡️5. Глибоке розуміння потоків та асинхронних методів програмування, та їх особливостей у python,⚡️6. Базові знання адміністрування Unix систем,⚡️7. Впевнені знання git,⚡️8. Досвід конфігрування nginx, та інших веб серверів,⚡️9. Базові знання js, html,⚡️8. Досвід розробки та проектування апі (REST, GraphQL протоколи),⚡️9. Досвід роботи з telegram api/бібліотеками (aiogram, telethonn),⚡️10. Розуміння концепту чистого коду,⚡️11. Досвід написання коду слідуючи KISS, SOLID, TDD, DI,⚡️12. Базові знання кібербезпеки та криптографії,⚡️13. Розуміння складності алгоритму та знання основних алгоритмів,⚡️14. Впевнене знання патернів програмування,⚡️15. Docker, Docker Compose, Kubernetes,⚡️16. Досвід роботи з reverse engeneering, та тестуванням навантаження, postman etc.,⚡️17. Знання найбільш загальних концептів ФП (атомарність, чисті функції тощо),⚡️18. Досвід розробки мікросервісних програм (RabbitMQ, Apache Kafka),💪 Бібліотеки:,selenium, bs4, sqlalchemy, aiogram, requests,Наша модель — збільшувати свободу співробітника разом з нашим ростом, а не обмежувати її, продовжувати залучати та надихати іновативних людей, щоб мати більше шансів на сталий успіх.,Якщо наші погляди співпадають — дійте!😎🤟,Зв’язатися з нашим рекрутером Олею:"
Senior Python Developer,Ciklum International,,"Категорія: Python,Англійська: Upper-Intermediate,5 років досвіду","Вакансія опублікована                20 квітня 2023,45 переглядів,8 відгуків","Ciklum is looking for a Senior Python Developer to join our team full-time in Ukraine.,We are a leading global product engineering and digital services company that unites 4000+ seasoned professionals globally on various projects in healthcare, fintech, travel, sportswear, entertainment, and security. Ciklum delivers high-impact technology solutions to Fortune 500 and fast-growing organizations worldwide.,About the role:,As a Senior Python Developer, become a part of a cross-functional development team working for the,,Our excellent team is responsible for developing products and internal tools to allow Guardicore to release faster and scale in the number of customers. We design, develop, maintain and deploy our internal-products to serve a wide range of needs. It’s a team of experts working with cutting edge technologies like K8s (and other Container technologies), Linux, Windows, Python3, MongoDB, Postgres, Influx, Jenkins, AWS, GCP, Azure, CircleCI, and more. It’s a team with a wide tech-stack that is facing the core challenges of our business today and still has a fun and friendly atmosphere.,We are looking for a Python Developer to join our growing team. This is an excellent opportunity to develop yourself professionally and personally by joining a hell-of- a-ride!,About the Project:,At Guardicore (now Akamai!), we’re changing how organizations protect their data centers and clouds from advanced threats – and that starts with our people. Our team has some of the most talented experts in the field. We’re always looking for new people to challenge us, inspire us, and make us better.,We solve a few of the most complex technological problems out there and build the market’s most comprehensive Data Centers cybersecurity solution. SCmagazine described Guardicore as a “5 stars, no Weaknesses product”. We work in small teams to allow each to make a real impact on our future product.,Design, develop, maintain and deploy our internal-products to serve a wide range of needs,Develop products to allow faster-release and scale in the number of customers,Manage integrations with the biggest cloud providers in the market,Improve production reliability and maintainability,At least 5 years of experience in Software development,Basic knowledge of networking and routing,Excellent troubleshooting and problem-solving skills,Experience with cloud architectures such as GCP or AWS,Experience with docker technologies,Desirable,B.Sc in computer science or related degree,Care: your mental and physical health is our priority. We ensure comprehensive company-paid medical insurance, Mental Health programs, as well as financial and legal consultations,Tailored education path: boost your skills and knowledge with our regular internal events (meetups, conferences, workshops), Udemy licence, language courses and company-paid certifications,Growth environment: share your experience and level up your expertise with a community of skilled professionals, locally and globally,Flexibility: choose how you want to work – a 100% remote or on-sight in our offices. Own your schedule – you are the one to decide when to start your working day. Just don’t miss your regular team stand-up,Opportunities: we value our specialists and always find the best options for them. Our Internal Mobility Program helps change a project if needed to help you grow, excel professionally and fulfill your potential,Global impact: work on large-scale projects that redefine industries with international and fast-growing clients,Welcoming environment: feel empowered with a friendly team, open-door policy, informal atmosphere within the company and regular team-building events,About us:,Discover the pros of 20-year global experience! Join one of the largest IT companies in Ukraine, awarded as one of the top 10 employers in Ukraine by Forbes.,Boost your skills and make a difference with cutting-edge projects, skilled colleagues and the latest tech stacks.,Be bold, not bored!,Interested already? We would love to get to know you! Submit your application. We can’t wait to see you at Ciklum."
